kW
2.413857346
2.356928673
2.733857346
3.333857346
2.693857346
2.333857346
2.416928673
2.593857346
2.496928673
2.533857346
2.493857346
2.376928673
2.313857346
8.113857346
6.093857346
5.493857346
2.533857346
2.916928673
2.593857346
3.296928673
2.667714693
2.353857346
2.590786019
2.490786019
2.913857346
2.750786019
2.790786019
2.493857346
2.870786019
2.773857346
2.970786019
2.710786019
3.070786019
2.793857346
2.396928673
3.416928673
2.833857346
2.473857346
2.156928673
2.513857346
2.016928673
2.396928673
2.333857346
2.513857346
2.316928673
2.313857346
2.333857346
2.496928673
2.253857346
2.253857346
2.516928673
3.476928673
2.567714693
2.473857346
2.493857346
2.533857346
2.673857346
2.476928673
2.513857346
2.333857346
2.136928673
2.513857346
2.376928673
3.056928673
2.873857346
2.613857346
3.436928673
2.970786019
2.733857346
2.770786019
3.190786019
5.430786019
8.230786019
7.493857346
7.370786019
8.633857346
9.490786019
7.590786019
8.373857346
10.31078602
7.153857346
13.29078602
11.70771469
5.793857346
4.690786019
4.573857346
4.870786019
4.093857346
3.050786019
3.590786019
2.973857346
3.310786019
3.650786019
3.190786019
3.350786019
3.090786019
2.956928673
3.093857346
2.736928673
3.793857346
3.253857346
2.973857346
3.193857346
2.696928673
2.913857346
2.893857346
2.996928673
2.693857346
2.493857346
13.87692867
7.933857346
6.573857346
2.336928673
2.293857346
2.556928673
2.833857346
2.730786019
3.670786019
2.790786019
2.570786019
5.653857346
3.970786019
3.570786019
3.973857346
6.110786019
12.73078602
14.09385735
15.62771469
15.93385735
14.61385735
14.47385735
12.15385735
12.43692867
7.613857346
9.193857346
13.81385735
12.97692867
12.33078602
10.55385735
10.57385735
10.85385735
10.87078602
9.816928673
10.19385735
10.49385735
11.81385735
7.993857346
7.273857346
5.756928673
9.633857346
9.553857346
8.033857346
8.973857346
8.373857346
8.013857346
7.373857346
7.693857346
7.993857346
8.076928673
7.573857346
8.453857346
8.253857346
7.350786019
7.150786019
6.150786019
6.050786019
6.090786019
5.430786019
5.607714693
4.130786019
3.773857346
4.150786019
5.187714693
3.690786019
3.510786019
3.510786019
3.744643366
9.884643366
10.41078602
6.530786019
4.770786019
5.010786019
3.513857346
3.370786019
3.490786019
3.590786019
3.490786019
3.033857346
3.350786019
3.547714693
3.130786019
3.233857346
