kW
1.00
1.00
1.40
2.00
1.20
1.00
1.20
1.00
1.00
1.20
1.00
1.20
1.00
6.60
4.80
4.20
1.00
1.80
1.20
2.00
1.00
1.00
1.00
0.80
1.40
1.00
1.00
1.00
1.20
1.00
1.00
1.00
1.20
1.20
1.00
2.00
1.20
1.00
0.80
1.20
0.80
1.00
1.00
1.20
1.00
1.00
1.00
1.20
1.00
1.00
1.20
2.00
1.00
1.00
1.20
1.20
1.20
1.20
1.20
1.00
0.80
1.20
1.00
1.00
1.20
1.00
1.80
1.20
1.20
1.00
1.00
1.80
1.80
1.60
1.60
1.60
1.80
1.60
1.60
1.60
1.60
1.40
2.40
1.80
1.60
1.60
1.60
1.40
1.40
1.60
1.40
1.60
1.80
1.60
1.60
1.60
1.60
1.80
1.60
2.40
1.80
1.60
1.80
1.40
1.60
1.60
1.60
1.40
1.20
7.00
6.20
5.20
1.00
1.00
1.40
1.00
1.20
2.00
1.20
1.00
1.20
1.20
1.80
1.20
1.20
1.20
1.20
1.40
1.20
1.40
1.20
1.20
1.20
1.20
1.60
1.60
1.20
1.40
1.20
1.20
1.00
1.00
1.00
1.00
1.20
1.00
1.20
1.20
1.20
1.20
1.20
1.00
2.00
1.00
1.20
1.00
1.00
1.20
1.00
1.20
1.20
1.20
1.00
1.20
1.20
1.00
1.20
0.80
1.00
1.00
1.20
1.40
2.60
1.60
1.60
1.60
1.60
1.60
1.60
1.60
1.60
1.80
1.60
1.60
1.80
1.80
1.60
1.40
1.60
1.60
1.60
1.60
2.60
1.60
1.40
1.60
1.80
1.40
1.60
1.80
1.60
1.40
1.60
1.40
1.00
6.80
6.40
5.20
2.40
1.60
1.20
1.20
1.80
1.20
1.00
1.60
1.00
1.20
1.00
1.40
2.40
2.40
2.60
3.40
3.40
3.60
3.40
4.40
3.40
3.60
3.20
3.40
3.60
3.80
4.00
3.60
4.60
3.60
3.40
3.20
3.40
3.60
3.40
3.60
4.20
3.60
3.40
3.20
3.40
3.40
3.40
3.20
3.20
3.40
3.40
3.40
3.80
3.40
3.20
4.60
3.20
3.60
4.20
3.40
2.00
1.80
2.00
2.00
2.00
2.00
2.20
2.00
2.00
2.00
2.00
2.00
2.00
2.00
2.60
3.20
2.40
2.20
2.20
2.00
2.00
2.00
2.00
2.00
2.00
2.00
2.00
2.00
2.00
2.20
1.80
2.20
2.20
2.20
2.00
2.20
2.20
7.80
8.60
6.00
6.00
5.40
4.80
1.00
1.20
1.20
1.80
1.20
1.00
1.20
1.20
1.20
2.20
3.00
3.40
3.20
3.40
4.20
3.40
3.40
4.80
3.60
3.40
3.40
3.20
3.00
4.00
5.00
3.80
4.00
4.20
4.20
3.80
3.60
2.80
2.60
3.00
3.60
3.60
4.60
4.40
3.60
3.40
3.40
3.60
3.60
3.60
4.60
3.60
3.40
3.60
3.60
3.60
3.40
3.80
2.40
1.00
1.20
1.00
2.00
1.20
1.00
1.00
1.00
1.00
1.00
1.20
1.20
2.20
3.60
2.20
1.80
2.60
1.80
1.80
1.40
1.60
1.60
1.40
1.60
1.60
1.60
1.60
1.60
1.60
2.40
2.00
1.60
1.80
1.80
1.80
1.60
2.00
7.60
6.40
5.00
5.00
4.60
5.20
5.60
4.60
4.60
3.00
0.80
1.00
1.00
1.40
1.00
2.00
2.60
2.40
3.20
4.20
3.20
3.20
3.20
3.40
3.20
3.40
3.20
3.60
3.40
3.00
3.60
3.60
3.60
4.60
3.40
3.60
3.00
3.40
3.60
3.40
3.60
3.60
3.80
3.60
4.00
4.00
4.80
3.80
3.80
4.00
4.00
3.80
4.00
4.00
3.60
3.60
3.60
3.60
3.20
1.40
2.20
1.00
1.00
1.20
1.00
1.00
1.00
1.40
1.20
1.80
2.80
2.60
2.80
2.80
3.20
3.20
2.80
2.60
2.80
2.60
2.60
2.60
2.60
2.60
2.80
1.80
2.00
1.80
1.80
1.80
2.80
2.00
1.80
1.80
2.00
2.00
7.80
6.60
6.00
5.20
2.40
1.80
1.80
2.40
1.40
1.20
2.80
1.00
1.20
1.20
1.20
2.20
2.60
2.60
3.20
3.40
3.20
3.40
4.40
3.20
3.40
3.20
3.60
3.80
3.20
3.40
3.80
4.40
4.20
3.60
3.60
4.20
14.20
21.20
21.80
7.20
14.00
15.20
15.20
15.40
15.00
15.00
15.80
15.00
14.80
14.60
14.40
12.60
3.00
3.00
4.40
3.60
5.00
3.80
3.60
1.80
2.00
1.80
2.00
1.80
2.00
1.80
1.60
1.80
2.00
1.80
1.80
2.80
2.40
3.60
1.80
1.60
1.40
1.60
1.60
1.80
1.80
1.60
1.60
1.80
1.60
1.80
1.80
2.40
1.80
1.60
1.60
1.40
1.40
1.60
1.40
1.40
7.40
7.40
5.00
5.00
4.60
2.20
1.00
1.80
1.00
1.00
1.00
1.40
1.20
0.80
0.80
0.80
1.00
0.80
0.80
1.00
1.00
0.80
0.80
1.80
1.00
1.00
1.00
1.40
1.00
1.00
1.00
1.00
0.80
1.00
0.80
1.00
1.00
0.80
1.00
2.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
0.80
1.00
1.00
0.80
1.00
1.20
2.00
0.80
1.20
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
0.80
1.00
0.80
1.80
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.00
1.20
1.00
1.00
1.00
2.00
0.80
1.00
0.80
0.80
1.00
1.00
1.00
0.80
1.00
6.80
5.00
5.20
1.00
1.60
1.40
1.40
1.00
1.00
1.20
0.80
0.80
1.00
1.00
1.20
1.20
1.20
1.00
1.20
1.00
1.00
2.00
1.00
1.20
1.00
1.20
1.00
1.00
1.00
1.00
1.00
1.20
1.20
1.00
1.00
1.00
1.20
1.80
0.80
1.00
0.80
1.00
1.00
1.00
1.20
1.00
0.80
1.20
1.00
1.00
1.00
1.00
1.80
1.00
0.80
1.00
0.80
0.80
1.00
1.00
1.00
1.00
1.00
0.80
1.00
1.00
1.00
1.00
2.00
1.00
1.00
0.80
1.00
1.00
1.20
2.20
3.00
1.80
1.80
1.80
1.60
1.80
2.00
2.60
2.00
2.00
2.20
1.80
2.00
2.00
1.80
1.80
1.60
2.00
1.80
1.60
7.20
7.00
4.80
2.40
1.20
1.20
1.00
1.00
1.20
1.20
1.40
1.00
1.20
1.00
1.00
1.80
2.60
2.60
2.40
4.20
3.60
3.40
3.40
3.60
3.20
3.40
3.00
3.40
3.20
3.40
3.40
3.20
3.40
4.20
3.20
3.40
3.80
3.20
3.20
3.20
3.40
3.00
3.20
3.40
3.20
3.20
3.40
3.40
3.40
4.20
4.40
3.20
3.60
5.20
3.80
3.60
3.80
3.60
2.40
0.80
1.00
1.00
1.60
1.20
1.00
1.00
1.00
0.80
1.00
1.00
1.00
1.00
1.00
1.20
1.00
0.80
0.80
1.00
0.80
0.80
1.00
1.80
1.00
1.00
1.00
1.00
1.00
1.00
1.00
0.80
1.00
1.00
0.80
1.00
0.80
0.80
6.60
5.00
5.20
5.00
5.60
2.80
1.00
1.20
1.20
1.00
1.40
1.20
1.00
1.20
2.00
2.20
2.20
2.60
3.40
3.80
3.60
4.00
4.80
3.80
3.40
3.20
3.40
3.40
3.60
3.60
3.60
3.60
3.60
3.60
4.40
3.40
4.00
4.00
3.80
3.60
3.80
3.60
3.60
3.60
3.60
3.60
3.40
3.40
4.20
4.60
3.80
3.00
4.20
3.20
3.20
3.40
3.20
3.20
3.20
1.00
1.20
4.00
3.60
2.60
3.20
3.00
3.00
2.80
3.00
3.20
3.20
2.00
2.00
2.00
2.00
1.80
1.80
1.60
1.60
1.80
1.80
1.80
1.80
1.80
1.80
2.00
1.60
2.00
2.20
2.60
1.80
2.00
1.60
0.80
0.80
1.00
6.60
6.60
5.40
5.00
4.40
4.80
2.00
1.00
1.00
1.00
0.80
2.00
1.20
1.20
0.80
1.40
2.20
2.20
2.60
3.00
3.20
3.00
3.20
3.00
3.20
3.00
4.40
3.20
3.00
3.00
3.40
3.40
2.80
3.40
3.20
3.40
3.40
3.60
3.40
3.40
3.40
3.40
4.20
4.20
3.60
4.00
3.80
3.60
3.60
3.60
4.00
6.60
7.00
7.00
7.00
7.00
7.20
7.60
6.80
7.80
7.60
8.20
6.00
7.00
6.40
5.20
6.60
6.40
2.80
2.60
3.20
1.80
2.00
2.00
1.80
1.60
1.40
1.60
1.60
1.60
1.60
2.00
2.00
2.20
1.40
1.40
1.80
2.80
2.00
1.80
1.80
1.60
1.60
1.60
1.80
1.60
7.40
7.60
6.60
5.40
5.20
6.20
2.60
1.40
1.80
0.80
0.80
0.80
1.00
1.00
0.80
2.60
3.00
3.20
3.20
3.00
3.80
4.60
3.60
3.60
3.60
3.40
3.80
4.80
3.40
3.60
3.60
3.60
3.60
3.60
4.00
6.60
6.60
5.40
5.20
5.40
7.00
7.20
5.40
7.20
6.00
6.00
6.60
7.00
7.40
6.40
5.00
5.00
4.00
3.60
4.00
3.60
3.80
3.60
3.40
1.40
1.00
1.20
1.20
1.20
1.40
1.80
1.40
1.20
1.00
1.00
1.20
1.20
1.00
1.00
1.00
1.00
1.00
1.20
1.60
1.60
1.20
1.00
0.80
1.00
0.80
1.00
1.00
1.00
1.00
1.00
1.00
1.80
1.00
1.20
1.00
1.00
6.80
5.20
4.40
5.00
4.40
2.80
1.00
1.60
2.20
1.00
1.00
1.20
1.20
1.20
1.60
2.00
2.60
2.60
3.00
3.40
4.00
3.40
4.00
3.20
3.40
3.60
3.60
3.60
3.40
3.60
4.20
3.60
3.80
5.40
17.00
11.40
1.20
1.20
1.20
1.20
1.00
12.60
22.00
21.00
21.20
21.20
21.00
14.40
7.00
5.80
4.80
4.80
4.20
3.20
1.40
1.00
0.80
0.60
0.80
0.80
0.80
1.00
1.00
1.00
1.00
2.00
0.80
0.80
1.00
0.80
0.80
0.80
0.80
0.80
1.00
1.00
1.00
1.80
1.00
1.00
0.80
1.00
0.80
0.80
0.80
0.80
0.80
0.80
1.00
2.00
0.80
0.80
1.00
1.00
0.80
1.00
6.80
5.40
5.00
4.40
5.00
5.20
0.80
1.00
1.00
1.00
1.00
0.80
1.00
0.80
1.00
0.80
1.00
1.80
0.80
1.00
0.80
1.00
0.80
0.80
0.80
1.00
1.00
0.80
0.80
2.00
0.80
1.00
1.00
1.00
1.00
0.80
0.80
1.00
0.80
0.80
0.80
1.60
1.20
0.80
1.00
0.80
1.00
1.00
1.00
1.20
4.00
4.80
4.40
4.20
4.20
4.40
4.40
3.80
3.80
5.00
5.20
5.20
4.60
5.60
4.60
4.60
5.40
2.20
0.80
0.80
0.80
0.80
0.80
1.00
0.80
0.80
1.00
0.80
1.80
1.20
0.80
1.00
1.00
1.60
1.20
1.20
1.40
1.40
1.40
1.40
1.40
2.40
1.20
1.60
1.40
1.40
7.20
7.00
5.00
2.80
2.20
2.00
1.40
1.40
2.80
1.40
1.60
1.20
1.40
1.80
1.40
1.40
1.40
1.00
1.00
0.80
1.60
1.00
0.80
1.00
0.80
1.00
0.80
0.80
0.60
0.80
0.80
0.80
0.80
2.00
0.80
1.00
0.80
1.00
0.80
0.80
0.80
0.80
0.80
0.80
0.80
0.80
1.60
0.80
1.00
0.80
1.00
1.00
0.80
1.00
1.00
0.80
0.80
0.60
0.80
1.60
0.80
0.80
0.80
1.00
0.80
1.00
0.80
1.00
1.00
1.40
1.40
1.60
2.20
1.60
1.20
1.40
1.40
1.40
1.60
1.20
1.60
1.40
1.40
1.40
1.40
2.40
1.40
1.60
1.40
1.40
1.40
1.40
1.40
1.40
1.40
1.40
7.20
7.00
5.40
4.60
1.60
1.80
2.00
3.20
1.20
1.20
1.60
0.80
1.00
0.80
1.00
2.20
3.00
2.00
3.20
4.80
5.40
4.20
3.40
4.20
4.80
4.20
4.80
4.80
4.20
4.40
5.40
5.00
5.20
4.60
4.40
3.80
3.20
3.80
3.40
4.20
3.20
3.40
3.60
3.80
3.60
4.00
3.80
3.80
3.80
3.80
4.00
4.00
3.60
4.00
5.00
5.00
4.60
4.80
3.00
0.80
1.00
1.00
1.00
1.20
1.60
0.80
1.00
1.00
1.00
1.00
1.20
1.00
1.00
1.40
1.40
1.40
1.40
1.40
2.00
2.00
1.20
1.40
1.40
1.20
1.20
1.40
1.40
1.40
1.20
1.40
1.40
1.40
1.40
1.40
2.20
1.40
6.80
5.00
4.80
5.00
4.40
4.40
4.40
3.80
0.80
0.80
1.00
0.80
1.40
